genre,publisher,critic_score
Simulation,Ubisoft,5.87037037037037
Simulation,Bethesda Softworks,5.85
Simulation,Majesco,5.6000000000000005
Simulation,From Software,5.4
Simulation,Codemasters,5.15
Simulation,Alawar Entertainment,4.0
Simulation,Hudson Soft,4.0
Simulation,Legacy Interactive,4.0
Simulation,Summitsoft,3.8
Simulation,Imagineer,3.5
Simulation,Graffiti,3.3
Simulation,Focus Home Interactive,3.0
Simulation,Destineer,2.0
Simulation,Excalibur Publishing,1.5
Sports,Psyonix Studios,9.2
Sports,Destineer,8.6
Sports,Konami Digital Entertainment,8.166666666666666
Sports,Sony Interactive Entertainment,8.1
Sports,EA Sports BIG,8.022222222222222
Sports,Sony Computer Entertainment America,7.85
Sports,Activision,7.827500000000001
Sports,EA Sports,7.8187192118226605
Sports,Mindscape,7.6
Sports,Midway Games,7.594736842105264
Sports,Sega,7.483636363636364
Sports,Rockstar Games,7.449999999999999
Sports,Electronic Arts,7.442105263157895
Sports,Nokia,7.433333333333334
Sports,2K Sports,7.4324324324324325
Sports,Sony Computer Entertainment,7.41764705882353
Sports,Microsoft Game Studios,7.4
Sports,Nintendo,7.332142857142857
Sports,Atlus,7.25
Sports,Eidos Interactive,7.15
Sports,Namco Bandai,7.1
Sports,Gameloft,7.0
Sports,Tommo,7.0
Sports,Crave Entertainment,6.9
Sports,Acclaim Entertainment,6.894736842105263
Sports,Konami,6.8422222222222215
Sports,Mattel Interactive,6.65
Sports,Codemasters,6.6
Sports,Microsoft Studios,6.6
Sports,PixelStorm,6.6
Sports,Tecmo,6.6
Sports,SouthPeak Interactive,6.45
Sports,Psygnosis,6.4
Sports,505 Games,6.188888888888888
Sports,THQ,6.109090909090909
Sports,2K Games,6.1000000000000005
Sports,3DO,6.0
Sports,Natsume,5.9
Sports,Ubisoft,5.8
Sports,Skyworks Interactive,5.5
Sports,Atari,5.4799999999999995
Sports,Take-Two Interactive,5.2
Sports,Majesco,5.15
Sports,DK Games,5.0
Sports,Focus Home Interactive,5.0
Sports,Agetec,4.9
Sports,Aksys Games,4.7
Sports,Hudson Soft,4.15
Sports,Virtual Toys,4.0
Sports,Enjoy Gaming,3.0
Sports,Home Entertainment Suppliers,3.0
Sports,Hudson Entertainment,3.0
Sports,DSI Games,2.7
Sports,The Code Monkeys,2.0
Sports,Ignition Entertainment,1.4
Strategy,Stardock,9.15
Strategy,Virgin Interactive,9.15
Strategy,Microprose,9.1
Strategy,Blizzard Entertainment,9.088888888888889
Strategy,Nayantara Studios,8.8
Strategy,PopCap Games,8.725
Strategy,Infogrames,8.6
Strategy,Matrix Games,8.6
Strategy,Gathering of Developers,8.58
Strategy,2K Games,8.554545454545455
Strategy,Pelfast,8.5
Strategy,W!Games,8.5
Strategy,Xseed Games,8.5
Strategy,Westwood Studios,8.433333333333334
Strategy,Hasbro Interactive,8.4
Strategy,Nintendo,8.336842105263159
Strategy,Daedalic Entertainment,8.3
Strategy,Hidden Path Entertainment,8.25
Strategy,Ronimo Games,8.25
Strategy,Encore,8.2
Strategy,LDW,8.2
Strategy,Sega,8.027777777777779
Strategy,Introversion,8.0
Strategy,Puppy Games,8.0
Strategy,Electronic Arts,7.977777777777778
Strategy,LucasArts,7.933333333333334
Strategy,Team17 Software,7.9
Strategy,DTMC,7.8
Strategy,Sony Computer Entertainment,7.7875
Strategy,Microsoft,7.7333333333333325
Strategy,Eidos Interactive,7.7
Strategy,Sony Online Entertainment,7.7
Strategy,Working Designs,7.7
Strategy,THQ,7.6909090909090905
Strategy,Aspyr,7.633333333333333
Strategy,Wizards of the Coast,7.625
Strategy,1C Company,7.6
Strategy,Kemco,7.6
Strategy,NIS America,7.566666666666666
Strategy,Microsoft Game Studios,7.55
Strategy,Nokia,7.55
Strategy,Acclaim Entertainment,7.5
Strategy,Big Sandwich Games,7.5
Strategy,Lighthouse Interactive,7.5
Strategy,Mindscape,7.5
Strategy,Sierra Online,7.5
Strategy,Sierra Entertainment,7.475
Strategy,Nemesys,7.45
Strategy,Head Games,7.4
Strategy,Kalypso,7.38
Strategy,Coffee Stain Publishing,7.3
Strategy,Ubisoft,7.293333333333334
Strategy,Paradox Interactive,7.277777777777778
Strategy,SSI,7.266666666666667
Strategy,Capcom,7.25
Strategy,Square Enix,7.140000000000001
Strategy,Konami,7.1000000000000005
Strategy,NinjaBee,7.1
Strategy,Crave Entertainment,7.05
Strategy,Activision,7.044444444444444
Strategy,Independent,7.0
Strategy,Microsoft Studios,7.0
Strategy,Atlus,6.959999999999999
Strategy,Take-Two Interactive,6.95
Strategy,Strategy First,6.949999999999999
Strategy,Atari,6.933333333333334
Strategy,Aksys Games,6.8999999999999995
Strategy,Bethesda Softworks,6.85
Strategy,VU Games,6.85
Strategy,KOEI,6.8
Strategy,Metro 3D,6.8
Strategy,O~3 Entertainment,6.8
Strategy,XGenStudios,6.6
Strategy,Rising Star,6.5
Strategy,Viva Media,6.5
Strategy,eGames,6.5
Strategy,Jaleco,6.433333333333334
Strategy,3DO,6.1
Strategy,Big Fish Games,6.0
Strategy,Complete-IT,6.0
Strategy,Maxis,6.0
Strategy,Midas Interactive Entertainment,5.9
Strategy,Natsume,5.55
Strategy,Focus Home Interactive,5.45
Strategy,Global Star Software,5.414285714285714
Strategy,Fishtank Interactive,5.4
Strategy,TalonSoft,5.4
Strategy,Frima Studio,5.2
Strategy,DreamCatcher Interactive,5.199999999999999
Strategy,Warner Bros. Interactive,5.0
Strategy,Gamecock,4.3
Strategy,SouthPeak Interactive,4.1
Strategy,Agetec,4.0
Strategy,Anarchy Enterprises,4.0
Strategy,Codemasters,4.0
Strategy,Meridian4,4.0
Strategy,Enlight,3.5
Strategy,JoWood Productions,3.0
Strategy,Majesco,2.5
Strategy,ValuSoft,2.5
Visual Novel,Aksys Games,9.0
Visual Novel,Mixedbag Srl,8.0
