genre,publisher,percentage_of_total_sales
Simulation,Sammy Corporation,0.12659914712153517
Simulation,Xseed Games,0.11327292110874197
Simulation,Aksys Games,0.10994136460554371
Simulation,Human Entertainment,0.10660980810234541
Simulation,KOEI,0.10327825159914712
Simulation,Microprose,0.10327825159914712
Simulation,Skybound Games,0.09994669509594883
Simulation,Aspyr,0.0999466950959488
Simulation,ARUSH Entertainment,0.09661513859275053
Simulation,Bold Games,0.09661513859275053
Simulation,MTO,0.09328358208955223
Simulation,Nippon Columbia,0.08995202558635394
Simulation,Valcon Games,0.08995202558635394
Simulation,Virgin Interactive,0.08995202558635394
Simulation,Bethesda Softworks,0.08662046908315564
Simulation,"Destination Software, Inc",0.08662046908315564
Simulation,Empire Interactive,0.08328891257995735
Simulation,Tomy Corporation,0.08328891257995735
Simulation,Deep Silver,0.07662579957356076
Simulation,Marvelous,0.07662579957356076
Simulation,Excalibur Publishing Limited,0.07329424307036247
Simulation,Maximum Games,0.07329424307036246
Simulation,Alchemist,0.06996268656716417
Simulation,Legacy Interactive,0.06996268656716417
Simulation,Core Design Ltd.,0.06329957356076758
Simulation,Zoo Digital Publishing,0.06329957356076758
Simulation,City Interactive,0.05996801705756929
Simulation,Soedesco,0.05996801705756929
Simulation,Disney Interactive Studios,0.056636460554371
Simulation,FCI,0.053304904051172705
Simulation,Takara Tomy,0.053304904051172705
Simulation,Conspiracy Entertainment,0.04997334754797442
Simulation,Little Orbit,0.0499733475479744
Simulation,Nighthawk Interactive,0.0499733475479744
Simulation,Codemasters,0.046641791044776115
Simulation,Dovetail Games,0.046641791044776115
Simulation,From Software,0.046641791044776115
Simulation,GameMill,0.046641791044776115
Simulation,Mastiff,0.046641791044776115
Simulation,Planet Entertainment,0.046641791044776115
Simulation,TDK Mediactive,0.046641791044776115
Simulation,Take-Two Interactive,0.04331023454157782
Simulation,Aerosoft,0.039978678038379525
Simulation,ArtDink,0.039978678038379525
Simulation,Sony Interactive Entertainment,0.039978678038379525
Simulation,O3 Entertainment,0.03664712153518123
Simulation,Team 17,0.03664712153518123
Simulation,Working Designs,0.03664712153518123
Simulation,bitComposer Games,0.03664712153518123
Simulation,BAM! Entertainment,0.03331556503198294
Simulation,Gust,0.03331556503198294
Simulation,Kadokawa Shoten,0.02998400852878465
Simulation,Asmik Ace Entertainment,0.029984008528784644
Simulation,Benesse,0.029984008528784644
Simulation,Crystal Dynamics,0.029984008528784644
Simulation,Hearty Robin,0.029984008528784644
Simulation,Origin Systems,0.029984008528784644
Simulation,TREVA Entertainment,0.029984008528784644
Simulation,CDV Software Entertainment,0.026652452025586353
Simulation,Egosoft,0.026652452025586353
Simulation,Metro 3D,0.026652452025586353
Simulation,Micro Cabin,0.026652452025586353
Simulation,Spike,0.026652452025586353
Simulation,Tecmo Koei,0.026652452025586353
Simulation,Victor Interactive,0.026652452025586353
Simulation,American Technos,0.023320895522388058
Simulation,Bandai Namco Games,0.023320895522388058
Simulation,Creative Core,0.023320895522388058
Simulation,GT Interactive,0.023320895522388058
Simulation,Graffiti,0.023320895522388058
Simulation,Introversion Software,0.023320895522388058
Simulation,Mad Catz,0.023320895522388058
Simulation,Paradox Interactive,0.023320895522388058
Simulation,Rising Star Games,0.023320895522388058
Simulation,Techland,0.023320895522388058
Simulation,D3Publisher,0.019989339019189763
Simulation,ESP,0.019989339019189763
Simulation,Gathering of Developers,0.019989339019189763
Simulation,Kadokawa Games,0.019989339019189763
Simulation,Level 5,0.019989339019189763
Simulation,NEC Interchannel,0.019989339019189763
Simulation,Pack-In-Video,0.019989339019189763
Simulation,Warner Bros. Interactive Entertainment,0.019989339019189763
Simulation,Excalibur Publishing,0.01665778251599147
Simulation,Genki,0.01665778251599147
Simulation,Giants Software,0.01665778251599147
Simulation,Phantagram,0.01665778251599147
Simulation,RTL,0.01665778251599147
Simulation,7G//AMES,0.013326226012793176
Simulation,Big Ben Interactive,0.013326226012793176
Simulation,Enterbrain,0.013326226012793176
Simulation,FuRyu Corporation,0.013326226012793176
Simulation,Lionhead Studios,0.013326226012793176
Simulation,Masque Publishing,0.013326226012793176
Simulation,Nippon Ichi Software,0.013326226012793176
Simulation,Riverhillsoft,0.013326226012793176
Simulation,Rocket Company,0.013326226012793176
Simulation,UIG Entertainment,0.013326226012793176
Simulation,XS Games,0.013326226012793176
Simulation,Alternative Software,0.009994669509594881
Simulation,Broccoli,0.009994669509594881
Simulation,Hamster Corporation,0.009994669509594881
Simulation,O-Games,0.009994669509594881
Simulation,Office Create,0.009994669509594881
Simulation,PQube,0.009994669509594881
Simulation,TDK Core,0.009994669509594881
Simulation,THQ Nordic,0.009994669509594881
Simulation,Avanquest,0.006663113006396588
Simulation,DSI Games,0.006663113006396588
Simulation,GameMill Entertainment,0.006663113006396588
Simulation,Ghostlight,0.006663113006396588
Simulation,Graphsim Entertainment,0.006663113006396588
Simulation,Happinet,0.006663113006396588
Simulation,Imageworks,0.006663113006396588
Simulation,Midas Interactive Entertainment,0.006663113006396588
Simulation,Monte Christo Multimedia,0.006663113006396588
Simulation,Rondomedia,0.006663113006396588
Simulation,Vatical Entertainment,0.006663113006396588
Simulation,fonfun,0.006663113006396588
Simulation,Ascaron Entertainment,0.003331556503198294
Simulation,DTP Entertainment,0.003331556503198294
Simulation,First Class Simulations,0.003331556503198294
Simulation,GMX Media,0.003331556503198294
Simulation,Idea Factory,0.003331556503198294
Simulation,Independent Arts Software GmbH,0.003331556503198294
Simulation,LEGO Media,0.003331556503198294
Simulation,Lighthouse Interactive,0.003331556503198294
Simulation,Majesco Entertainment,0.003331556503198294
Simulation,Meridian4,0.003331556503198294
Simulation,Mumbo Jumbo,0.003331556503198294
Simulation,Nobilis,0.003331556503198294
Simulation,Ongakukan,0.003331556503198294
Simulation,Paradox Development,0.003331556503198294
Simulation,RailSimulator.com,0.003331556503198294
Simulation,Rising Star,0.003331556503198294
Simulation,Strategy First,0.003331556503198294
Simulation,Studio Artdink,0.003331556503198294
Simulation,Summitsoft,0.003331556503198294
Simulation,UFO Interactive,0.003331556503198294
Simulation,Avanquest Software,0.0
Simulation,Dimple Entertainment,0.0
Simulation,E-Frontier,0.0
Simulation,Enlight,0.0
Simulation,Foreign Media Games,0.0
Simulation,Global A Entertainment,0.0
Simulation,Hudson Entertainment,0.0
Simulation,Interchannel,0.0
Simulation,Jaleco,0.0
Simulation,Just Flight,0.0
Simulation,Merscom LLC,0.0
Simulation,Mindscape,0.0
Simulation,Navarre Corp,0.0
Simulation,NovaLogic,0.0
Simulation,Sandlot Games,0.0
Simulation,Stardock,0.0
Simulation,System Soft,0.0
Simulation,Tri Synergy,0.0
Simulation,Viva Media,0.0
Simulation,iEntertainment Network,0.0
Simulation,iWin,0.0
Sports,EA Sports,37.44650379106992
Sports,2K Sports,8.04296545914069
Sports,Konami,7.4406065711878675
Sports,Activision,7.13732097725358
Sports,Electronic Arts,6.5930918281381645
Sports,Sega,5.318449873631003
Sports,Sony Computer Entertainment,4.945240101095198
Sports,EA Sports BIG,1.9983150800336982
Sports,Ubisoft,1.924178601516428
Sports,Midway Games,1.7447346251053077
Sports,Acclaim Entertainment,1.4802021903959561
Sports,Konami Digital Entertainment,1.1415332771693345
Sports,THQ,0.9528222409435553
Sports,Nintendo,0.8778433024431339
Sports,989 Studios,0.7818028643639426
Sports,Atari,0.7059814658803707
Sports,Namco,0.7034540859309183
Sports,Majesco,0.6663858466722831
Sports,Take-Two Interactive,0.46588037068239263
Sports,Sony Computer Entertainment America,0.45998315080033697
Sports,505 Games,0.43723673125526535
Sports,Tengen,0.40438079191238413
Sports,Crave Entertainment,0.37489469250210616
Sports,ASCII Entertainment,0.36815501263689976
Sports,2K Games,0.3192923336141533
Sports,Destineer,0.2527379949452401
Sports,Microsoft Studios,0.25189553496208933
Sports,Natsume,0.25105307497893853
Sports,Sony Interactive Entertainment,0.25021061499578773
Sports,Tecmo,0.2426284751474305
Sports,Eidos Interactive,0.2308340353833193
Sports,2K Play,0.2291491154170177
Sports,Rockstar Games,0.22325189553496208
Sports,Microsoft Game Studios,0.2224094355518113
Sports,Hudson Soft,0.21903959561920808
Sports,Codemasters,0.20219039595619206
Sports,Conspiracy Entertainment,0.19545071609098566
Sports,Mastiff,0.1946082561078349
Sports,Agetec,0.18955349620893008
Sports,Microsoft,0.18365627632687445
Sports,Arena Entertainment,0.17270429654591407
Sports,KOEI,0.16006739679865206
Sports,3DO,0.13226621735467567
Sports,Infogrames,0.12973883740522327
Sports,Namco Bandai,0.11710193765796124
Sports,Capcom,0.10530749789385004
Sports,Mud Duck Productions,0.10362257792754845
Sports,Deep Silver,0.09267059814658804
Sports,Enterbrain,0.09267059814658804
Sports,Bandai,0.08677337826453244
Sports,Level 5,0.08593091828138164
Sports,Atlus,0.08340353833192923
Sports,Aksys Games,0.08256107834877843
Sports,Tecmo Koei,0.08003369839932603
Sports,XS Games,0.08003369839932603
Sports,Maximum Games,0.06992417860151644
Sports,Jaleco,0.06823925863521484
Sports,Global Star Software,0.06318449873631002
Sports,SouthPeak Interactive,0.06318449873631002
Sports,Simon & Schuster Interactive,0.06234203875315923
Sports,ASC Games,0.05560235888795283
Sports,Square,0.05560235888795283
Sports,Epoch,0.053917438921651226
Sports,Interplay,0.05223251895534962
Sports,Fox Interactive,0.051390058972198824
Sports,O-Games,0.04970513900589722
Sports,D3 Publisher,0.04886267902274642
Sports,Zoo Games,0.04633529907329402
Sports,Namco Bandai Games,0.04465037910699242
Sports,Banpresto,0.041280539174389216
Sports,Bethesda Softworks,0.041280539174389216
Sports,Universal Interactive,0.041280539174389216
Sports,Human Entertainment,0.040438079191238416
Sports,Hot-B,0.039595619208087615
Sports,Mattel Interactive,0.039595619208087615
Sports,Mad Catz,0.037910699241786014
Sports,Imagineer,0.03538331929233361
Sports,Magical Company,0.03454085930918281
Sports,Xseed Games,0.03285593934288121
Sports,989 Sports,0.032013479359730417
Sports,Knowledge Adventure,0.031171019376579616
Sports,Tru Blu Entertainment,0.031171019376579616
Sports,Media Rings,0.030328559393428812
Sports,BAM! Entertainment,0.02948609941027801
Sports,Victor Interactive,0.028643639427127214
Sports,Accolade,0.02864363942712721
Sports,MLB Advanced Media,0.027801179443976413
Sports,VU Games,0.027801179443976413
Sports,Mindscape,0.026958719460825613
Sports,Seta Corporation,0.026116259477674816
Sports,DreamCatcher Interactive,0.02611625947767481
Sports,Home Entertainment Suppliers,0.02611625947767481
Sports,MLB.com,0.02443133951137321
Sports,A1 Games,0.024431339511373208
Sports,Koch Media,0.023588879528222414
Sports,Bigben Interactive,0.02274641954507161
Sports,GameMill,0.02274641954507161
Sports,Focus Home Interactive,0.02190395956192081
Sports,Axela,0.02106149957877001
Sports,Big Ben Interactive,0.02106149957877001
Sports,UFO Interactive,0.02106149957877001
Sports,Bandai Namco Games,0.019376579612468407
Sports,Alternative Software,0.018534119629317607
Sports,Detn8 Games,0.018534119629317607
Sports,Activision Value,0.017691659646166806
Sports,Virgin Interactive,0.017691659646166806
Sports,Culture Brain,0.016849199663016005
Sports,DTP Entertainment,0.016849199663016005
Sports,Nighthawk Interactive,0.016849199663016005
Sports,Zoo Digital Publishing,0.016849199663016005
Sports,Tommo,0.01516427969671441
Sports,Aspyr,0.015164279696714406
Sports,Ignition Entertainment,0.015164279696714406
Sports,Asmik Corp,0.014321819713563607
Sports,VR Sports,0.014321819713563607
Sports,Aques,0.013479359730412806
Sports,DSI Games,0.013479359730412806
Sports,LEGO Media,0.013479359730412806
Sports,Kadokawa Shoten,0.012636899747262004
Sports,Media Factory,0.012636899747262004
Sports,Gremlin Interactive Ltd,0.010951979780960405
Sports,Nordic Games,0.010951979780960405
Sports,U.S. Gold,0.010951979780960405
Sports,responDESIGN,0.010951979780960405
Sports,Ghostlight,0.010109519797809606
Sports,Enix,0.010109519797809604
Sports,Psyonix Studios,0.010109519797809604
Sports,T&E Soft,0.010109519797809604
Sports,Xicat Interactive,0.009267059814658803
Sports,GT Interactive,0.008424599831508003
Sports,Pinnacle,0.008424599831508003
Sports,SVG Distribution,0.008424599831508003
Sports,10TACLE Studios,0.007582139848357203
Sports,Game Factory,0.007582139848357203
Sports,Griffin International,0.007582139848357203
Sports,Hudson Entertainment,0.007582139848357203
Sports,Storm City Games,0.007582139848357203
Sports,Black Bean Games,0.006739679865206403
Sports,Crystal Dynamics,0.006739679865206403
Sports,Valcon Games,0.006739679865206403
Sports,Misawa,0.0058972198820556035
Sports,PQube,0.0058972198820556035
Sports,Rocket Company,0.0058972198820556035
Sports,Vir2L Studios,0.0058972198820556035
Sports,"Destination Software, Inc",0.005054759898904802
Sports,DigiCube,0.005054759898904802
Sports,Psygnosis,0.005054759898904802
Sports,THQ Nordic,0.005054759898904802
Sports,AIA,0.004212299915754001
Sports,Navarre Corp,0.004212299915754001
Sports,Outright Games,0.004212299915754001
Sports,Playlogic Game Factory,0.004212299915754001
Sports,Genki,0.0033698399326032016
Sports,Graffiti,0.0033698399326032016
Sports,Hip Interactive,0.0033698399326032016
Sports,Koei Tecmo,0.0033698399326032016
Sports,Sidhe Interactive,0.0033698399326032016
Sports,Summitsoft,0.0033698399326032016
Sports,49Games,0.002527379949452401
Sports,Avanquest,0.002527379949452401
Sports,Bold Games,0.002527379949452401
Sports,Marvelous Interactive,0.002527379949452401
Sports,Takara Tomy,0.002527379949452401
Sports,LucasArts,0.0016849199663016008
Sports,Mumbo Jumbo,0.0016849199663016008
Sports,Spike,0.0016849199663016008
Sports,Technos Japan Corporation,0.0016849199663016008
Sports,Virtual Play Games,0.0016849199663016008
Sports,Empire Interactive,0.0008424599831508004
Sports,Now Production,0.0008424599831508004
Sports,Oxygen Interactive,0.0008424599831508004
Sports,Alpha Unit,0.0
Sports,Blade Interactive,0.0
Sports,Evolved Games,0.0
Sports,Fru Blu Games,0.0
Sports,GamersGate,0.0
Sports,GungHo,0.0
Sports,Midas Interactive Entertainment,0.0
Sports,Mindstorm Studios,0.0
Sports,NewKidCo,0.0
Sports,Nordcurrent,0.0
Sports,Red Mile Entertainment,0.0
Sports,System 3 Arcade Software,0.0
Sports,Tradewest,0.0
Sports,Virgin Play,0.0
Strategy,Electronic Arts,12.101964769647696
Strategy,Banpresto,8.121612466124661
Strategy,Nintendo,7.791327913279132
Strategy,Ubisoft,6.8174119241192415
Strategy,Eidos Interactive,5.165989159891598
Strategy,Konami,5.047425474254743
Strategy,Bandai,4.971205962059621
Strategy,2K Games,4.759485094850949
Strategy,KOEI,4.632452574525745
Strategy,THQ,4.598577235772358
Strategy,Sega,3.0826558265582658
Strategy,Namco Bandai,2.371273712737128
Strategy,Warner Bros. Interactive,2.345867208672087
Strategy,LucasArts,2.3289295392953933
Strategy,Sony Computer Entertainment,2.2611788617886175
Strategy,Atari,2.184959349593496
Strategy,PopCap Games,1.3465447154471546
Strategy,Tecmo Koei,0.9993224932249322
Strategy,Namco Bandai Games,0.9908536585365854
Strategy,Kalypso,0.9146341463414636
Strategy,Microsoft Game Studios,0.6859756097560976
Strategy,Westwood Studios,0.6859756097560976
Strategy,Bethesda Softworks,0.6521002710027101
Strategy,Square Enix,0.6097560975609757
Strategy,Working Designs,0.6012872628726287
Strategy,Virgin Interactive,0.5928184281842818
Strategy,Atlus,0.584349593495935
Strategy,Microsoft,0.51659891598916
Strategy,Blizzard Entertainment,0.4911924119241192
Strategy,Activision,0.48272357723577236
Strategy,Paradox Interactive,0.440379403794038
Strategy,Microsoft Studios,0.4319105691056911
Strategy,Majesco,0.4149728997289973
Strategy,Deep Silver,0.39803523035230354
Strategy,Kalypso Media,0.3895663956639567
Strategy,NIS America,0.3895663956639566
Strategy,ASCII Entertainment,0.33875338753387535
Strategy,NCS,0.33875338753387535
Strategy,SSI,0.3218157181571816
Strategy,ArtDink,0.3048780487804878
Strategy,Sierra Entertainment,0.3048780487804878
Strategy,Tecmo,0.3048780487804878
Strategy,SouthPeak Interactive,0.27947154471544716
Strategy,Jaleco,0.2625338753387534
Strategy,Capcom,0.25406504065040647
Strategy,Elf,0.23712737127371278
Strategy,FuRyu Corporation,0.23712737127371272
Strategy,Crave Entertainment,0.220189701897019
Strategy,Bandai Namco Games,0.20325203252032523
Strategy,Aksys Games,0.19478319783197834
Strategy,Acclaim Entertainment,0.1609078590785908
Strategy,Slitherine Software,0.13550135501355012
Strategy,Sony Online Entertainment,0.13550135501355012
Strategy,Mindscape,0.12703252032520324
Strategy,General Entertainment,0.11856368563685639
Strategy,Namco,0.11856368563685639
Strategy,Square,0.11856368563685639
Strategy,Aspyr,0.11856368563685636
Strategy,505 Games,0.1100948509485095
Strategy,Agetec,0.1100948509485095
Strategy,Focus Home Interactive,0.1100948509485095
Strategy,Level 5,0.1100948509485095
Strategy,Take-Two Interactive,0.1100948509485095
Strategy,Aquaplus,0.10162601626016259
Strategy,Infogrames,0.10162601626016259
Strategy,Sold Out,0.10162601626016259
Strategy,THQ Nordic,0.10162601626016259
Strategy,3DO,0.09315718157181571
Strategy,NEC Interchannel,0.09315718157181571
Strategy,2K Play,0.08468834688346884
Strategy,DTP Entertainment,0.08468834688346884
Strategy,LEGO Media,0.08468834688346884
Strategy,SNK Playmore,0.08468834688346884
Strategy,Natsume,0.08468834688346882
Strategy,"Destination Software, Inc",0.07621951219512195
Strategy,Media Works,0.07621951219512195
Strategy,Microprose,0.07621951219512195
Strategy,Secret Stash Games,0.07621951219512195
Strategy,Time Warner Interactive,0.07621951219512195
Strategy,Xseed Games,0.07621951219512195
Strategy,Acquire,0.06775067750677506
Strategy,Broccoli,0.06775067750677506
Strategy,D3 Publisher,0.06775067750677506
Strategy,Glams,0.06775067750677506
Strategy,Maxis,0.06775067750677506
Strategy,Telegames,0.06775067750677506
Strategy,Global Star Software,0.059281842818428195
Strategy,O~3 Entertainment,0.059281842818428195
Strategy,Team17 Digital Ltd,0.059281842818428195
Strategy,1C Company,0.05928184281842818
Strategy,Koei Tecmo,0.05928184281842818
Strategy,Valcon Games,0.05081300813008131
Strategy,CDV Software Entertainment,0.05081300813008129
Strategy,Conspiracy Entertainment,0.05081300813008129
Strategy,CyberFront,0.05081300813008129
Strategy,Midas Interactive Entertainment,0.05081300813008129
Strategy,Nippon Ichi Software,0.05081300813008129
Strategy,Soedesco,0.05081300813008129
Strategy,Ascaron Entertainment,0.04234417344173442
Strategy,Team17 Software,0.04234417344173442
Strategy,Alawar Entertainment,0.03387533875338753
Strategy,Flight-Plan,0.03387533875338753
Strategy,Irem Software Engineering,0.03387533875338753
Strategy,Kemco,0.03387533875338753
Strategy,Konami Digital Entertainment,0.03387533875338753
Strategy,Mumbo Jumbo,0.03387533875338753
Strategy,Strategy First,0.03387533875338753
Strategy,System Soft,0.03387533875338753
Strategy,VU Games,0.03387533875338753
Strategy,Virtual Play Games,0.03387533875338753
Strategy,Angel Studios,0.025406504065040646
Strategy,Gathering of Developers,0.025406504065040646
Strategy,Nobilis,0.025406504065040646
Strategy,Nordic Games,0.025406504065040646
Strategy,Stardock,0.025406504065040646
Strategy,Wargaming.net,0.025406504065040646
Strategy,Empire Interactive,0.016937669376693765
Strategy,Gamecock,0.016937669376693765
Strategy,JoWood Productions,0.016937669376693765
Strategy,Koch Media,0.016937669376693765
Strategy,League of Geeks,0.016937669376693765
Strategy,Maximum Games,0.016937669376693765
Strategy,Meridian4,0.016937669376693765
Strategy,New World Computing,0.016937669376693765
Strategy,Playlogic Game Factory,0.016937669376693765
Strategy,Sony Interactive Entertainment,0.016937669376693765
Strategy,Storm City Games,0.016937669376693765
Strategy,Titus,0.016937669376693765
Strategy,Codemasters,0.008468834688346883
Strategy,Funbox Media,0.008468834688346883
Strategy,Gust,0.008468834688346883
Strategy,Interchannel-Holon,0.008468834688346883
Strategy,KING Art Games,0.008468834688346883
Strategy,M2,0.008468834688346883
Strategy,O3 Entertainment,0.008468834688346883
Strategy,PM Studios,0.008468834688346883
Strategy,Tri Synergy,0.008468834688346883
Strategy,Trion Worlds,0.008468834688346883
Strategy,Viva Media,0.008468834688346883
Strategy,eGames,0.008468834688346883
Strategy,Asmik Ace Entertainment,0.0
Strategy,Black Bean Games,0.0
Strategy,DTMC,0.0
Strategy,DreamCatcher Interactive,0.0
Strategy,EON Digital Entertainment,0.0
Strategy,Encore,0.0
Strategy,Enlight,0.0
Strategy,FireFly Studios,0.0
Strategy,GT Interactive,0.0
Strategy,Game Factory,0.0
Strategy,Graphsim Entertainment,0.0
Strategy,HD Interactive,0.0
Strategy,Hip Interactive,0.0
Strategy,Interplay,0.0
Strategy,Metro 3D,0.0
Strategy,Midway Games,0.0
Strategy,Myelin Media,0.0
Strategy,Rising Star,0.0
Strategy,Spellbound,0.0
Strategy,Sunrise Interactive,0.0
Strategy,TopWare,0.0
Strategy,ValuSoft,0.0
Strategy,Whiptail Interactive,0.0
Visual Novel,Idea Factory,17.1280276816609
Visual Novel,5pb,16.43598615916955
Visual Novel,NIS America,7.093425605536331
Visual Novel,Kadokawa Shoten,6.401384083044983
Visual Novel,Aksys Games,5.536332179930796
Visual Novel,Namco Bandai Games,5.536332179930796
Visual Novel,Atlus,3.9792387543252596
Visual Novel,Prototype,3.4602076124567476
Visual Novel,Broccoli,2.5951557093425603
Visual Novel,Nippon Ichi Software,2.422145328719723
Visual Novel,D3Publisher,2.249134948096886
Visual Novel,PQube,2.0761245674740487
Visual Novel,Type-Moon,2.0761245674740483
Visual Novel,Aqua Plus,1.9031141868512111
Visual Novel,Spike Chunsoft,1.9031141868512111
Visual Novel,Konami Digital Entertainment,1.7301038062283738
Visual Novel,Compile Heart,1.5570934256055362
Visual Novel,Kadokawa Games,1.5570934256055362
Visual Novel,Alchemist,1.384083044982699
Visual Novel,Sprite,1.384083044982699
Visual Novel,Quinrose,1.2110726643598615
Visual Novel,ChunSoft,1.0380622837370241
Visual Novel,Rejet,1.0380622837370241
Visual Novel,Tecmo Koei,0.8650519031141869
Visual Novel,Comfort,0.6920415224913495
Visual Novel,Entergram,0.6920415224913495
Visual Novel,Arc System Works,0.5190311418685121
Visual Novel,Asgard,0.5190311418685121
Visual Novel,Dramatic Create,0.5190311418685121
Visual Novel,System Soft Alpha,0.5190311418685121
Visual Novel,El Dia,0.34602076124567477
Visual Novel,FuRyu Corporation,0.34602076124567477
Visual Novel,Giza10,0.34602076124567477
Visual Novel,Koei Tecmo,0.34602076124567477
Visual Novel,MAGES,0.34602076124567477
Visual Novel,Minato Station,0.34602076124567477
Visual Novel,Views,0.34602076124567477
Visual Novel,Yeti,0.34602076124567477
Visual Novel,Bandai Namco Games,0.17301038062283738
Visual Novel,Digiturbo,0.17301038062283738
Visual Novel,KOEI,0.17301038062283738
Visual Novel,Kemco,0.17301038062283738
Visual Novel,Takuyo,0.17301038062283738
Visual Novel,Wolfgame,0.17301038062283738
Visual Novel,Xseed Games,0.17301038062283738
Visual Novel,Aria,0.0
Visual Novel,Harukaze,0.0
Visual Novel,Piacci,0.0
Visual Novel,Stack,0.0
