genre,publisher,total_count,percentage_of_total_count
Action,Activision,337,4.697518817953722
Action,Sega,278,3.875104544187343
Action,Capcom,263,3.6660161695009754
Action,Ubisoft,246,3.429049344856426
Action,THQ,223,3.108447170337329
Action,Konami,193,2.6902704209645942
Action,Microsoft,188,2.6205742960691385
Action,Atari,182,2.5369389461945913
Action,Electronic Arts,159,2.2163367716754947
Action,Sony Computer Entertainment,157,2.1884583217173126
Action,Namco Bandai,119,1.6587677725118484
Action,Tecmo Koei,119,1.6587677725118484
Action,Bandai,105,1.463618622804572
Action,Namco Bandai Games,100,1.3939224979091163
Action,Nintendo,100,1.3939224979091163
Action,Eidos Interactive,99,1.379983272930025
Action,Warner Bros. Interactive Entertainment,99,1.379983272930025
Action,Disney Interactive Studios,91,1.2684694730972956
Action,KOEI,84,1.1708948982436578
Action,Hamster Corporation,79,1.1011987733482018
Action,LucasArts,75,1.0454418734318371
Action,D3 Publisher,74,1.0315026484527459
Action,Rockstar Games,74,1.0315026484527459
Action,Acclaim Entertainment,64,0.8921103986618344
Action,Namco,61,0.8502927237245609
Action,Square Enix,61,0.8502927237245609
Action,Warner Bros. Interactive,60,0.8363534987454697
Action,Midway Games,52,0.7248396989127405
Action,505 Games,43,0.59938667410092
Action,3DO,39,0.5436297741845554
Action,Atlus,38,0.5296905492054642
Action,Deep Silver,36,0.5018120992472819
Action,Majesco,36,0.5018120992472819
Action,Hudson Soft,33,0.45999442431000837
Action,Konami Digital Entertainment,33,0.45999442431000837
Action,Xseed Games,33,0.45999442431000837
Action,Bandai Namco Entertainment,30,0.41817674937273486
Action,Devolver Digital,29,0.4042375243936437
Action,Little Orbit,27,0.3763590744354614
Action,2K Games,26,0.36241984945637024
Action,Mindscape,26,0.36241984945637024
Action,Taito,26,0.36241984945637024
Action,VU Games,25,0.34848062447727907
Action,Koei Tecmo,24,0.3345413994981879
Action,Sony Interactive Entertainment,24,0.3345413994981879
Action,Culture Brain,23,0.3206021745190967
Action,Tecmo,23,0.3206021745190967
Action,Banpresto,22,0.30666294954000556
Action,D3Publisher,22,0.30666294954000556
Action,Jaleco,22,0.30666294954000556
Action,Parker Bros.,22,0.30666294954000556
Action,Arc System Works,21,0.29272372456091444
Action,Bandai Namco Games,21,0.29272372456091444
Action,Bethesda Softworks,21,0.29272372456091444
Action,Codemasters,20,0.2787844995818232
Action,Focus Home Interactive,20,0.2787844995818232
Action,Infogrames,20,0.2787844995818232
Action,Inti Creates,20,0.2787844995818232
Action,Sony Imagesoft,20,0.2787844995818232
Action,Mattel Interactive,19,0.2648452746027321
Action,Microsoft Studios,19,0.2648452746027321
Action,Takara Tomy,19,0.2648452746027321
Action,Crave Entertainment,18,0.25090604962364094
Action,Nicalis,18,0.25090604962364094
Action,Sierra Entertainment,18,0.25090604962364094
Action,Imagic,17,0.23696682464454977
Action,Aksys Games,16,0.2230275996654586
Action,Game Factory,16,0.2230275996654586
Action,Idea Factory,16,0.2230275996654586
Action,LJN,16,0.2230275996654586
Action,SNK,16,0.2230275996654586
Action,SouthPeak Interactive,16,0.2230275996654586
Action,TDK Mediactive,16,0.2230275996654586
Action,Tradewest,16,0.2230275996654586
Action,Kemco,15,0.20908837468636743
Action,Marvelous Interactive,15,0.20908837468636743
Action,Spike,15,0.20908837468636743
Action,Sunsoft,15,0.20908837468636743
Action,Takara,15,0.20908837468636743
Action,Take-Two Interactive,15,0.20908837468636743
Action,TinyBuild Games,15,0.20908837468636743
Action,Vivendi Games,15,0.20908837468636743
Action,GT Interactive,14,0.1951491497072763
Action,Tomy Corporation,14,0.1951491497072763
Action,Xonox,14,0.1951491497072763
Action,20th Century Fox Video Games,13,0.18120992472818512
Action,NIS America,13,0.18120992472818512
Action,Tengen,13,0.18120992472818512
Action,Aspyr,12,0.16727069974909395
Action,Coleco,12,0.16727069974909395
Action,Epoch,12,0.16727069974909395
Action,MTO,12,0.16727069974909395
Action,Phoenix Games,12,0.16727069974909395
Action,Virgin Interactive,12,0.16727069974909395
Action,Absolute Entertainment,11,0.15333147477000278
Action,Conspiracy Entertainment,11,0.15333147477000278
Action,Data East,11,0.15333147477000278
Action,Ignition Entertainment,11,0.15333147477000278
Action,Maximum Games,11,0.15333147477000278
Action,Midas Interactive Entertainment,11,0.15333147477000278
Action,NEC,11,0.15333147477000278
Action,Ocean,11,0.15333147477000278
Action,Psygnosis,11,0.15333147477000278
Action,THQ Nordic,11,0.15333147477000278
Action,2K Play,10,0.1393922497909116
Action,DreamCatcher Interactive,10,0.1393922497909116
Action,Hi Tech Expressions,10,0.1393922497909116
Action,Interplay,10,0.1393922497909116
Action,Spectravision,10,0.1393922497909116
Action,Team17 Software,10,0.1393922497909116
Action,Titus,10,0.1393922497909116
Action,US Games,10,0.1393922497909116
Action,Adult Swim,9,0.12545302481182047
Action,BAM! Entertainment,9,0.12545302481182047
Action,Broccoli,9,0.12545302481182047
Action,Buena Vista,9,0.12545302481182047
Action,DotEmu,9,0.12545302481182047
Action,DrinkBox Studios,9,0.12545302481182047
Action,FuRyu Corporation,9,0.12545302481182047
Action,Gathering of Developers,9,0.12545302481182047
Action,Genterprise,9,0.12545302481182047
Action,Playlogic Game Factory,9,0.12545302481182047
Action,Twisted Pixel Games,9,0.12545302481182047
Action,Universal Interactive,9,0.12545302481182047
Action,WayForward Technologies,9,0.12545302481182047
Action,Agetec,8,0.1115137998327293
Action,Apollo,8,0.1115137998327293
Action,Blizzard Entertainment,8,0.1115137998327293
Action,Bulkypix,8,0.1115137998327293
Action,CBS Electronics,8,0.1115137998327293
Action,Nippon Ichi Software,8,0.1115137998327293
Action,Nordic Games,8,0.1115137998327293
Action,Outright Games,8,0.1115137998327293
Action,Plug In Digital,8,0.1115137998327293
Action,Victory Lap Games,8,0.1115137998327293
Action,Blast! Entertainment Ltd,7,0.09757457485363814
Action,Cryo Interactive,7,0.09757457485363814
Action,Focus Multimedia,7,0.09757457485363814
Action,Frogmind,7,0.09757457485363814
Action,GameTrust,7,0.09757457485363814
Action,Gearbox Software,7,0.09757457485363814
Action,Horberg Productions,7,0.09757457485363814
Action,Merge Games,7,0.09757457485363814
Action,Paramount Digital Entertainment,7,0.09757457485363814
Action,Rocket Company,7,0.09757457485363814
Action,Seta Corporation,7,0.09757457485363814
Action,Team 17,7,0.09757457485363814
Action,Tec Toy,7,0.09757457485363814
Action,Telltale Games,7,0.09757457485363814
Action,Tigervision,7,0.09757457485363814
Action,U.S. Gold,7,0.09757457485363814
Action,UFO Interactive,7,0.09757457485363814
Action,Wales Interactive Ltd.,7,0.09757457485363814
Action,Walter Machado,7,0.09757457485363814
Action,Wired Productions,7,0.09757457485363814
Action,11 bit studios,6,0.08363534987454697
Action,5pb,6,0.08363534987454697
Action,Acquire,6,0.08363534987454697
Action,BBC Multimedia,6,0.08363534987454697
Action,"CommaVid, Inc.",6,0.08363534987454697
Action,D4 Enterprise,6,0.08363534987454697
Action,Data Age,6,0.08363534987454697
Action,Fatshark,6,0.08363534987454697
Action,From Software,6,0.08363534987454697
Action,Gameloft,6,0.08363534987454697
Action,Gentleman Squid Studio,6,0.08363534987454697
Action,Hasbro Interactive,6,0.08363534987454697
Action,Hip Interactive,6,0.08363534987454697
Action,Idea Factory International,6,0.08363534987454697
Action,Irem Software Engineering,6,0.08363534987454697
Action,Lemondo Entertainment,6,0.08363534987454697
Action,Messhof,6,0.08363534987454697
Action,Natsume,6,0.08363534987454697
Action,Neko Entertainment,6,0.08363534987454697
Action,"Netflix, Inc.",6,0.08363534987454697
Action,NewKidCo,6,0.08363534987454697
Action,PQube,6,0.08363534987454697
Action,Renovation,6,0.08363534987454697
Action,Sony Online Entertainment,6,0.08363534987454697
Action,Spike Chunsoft,6,0.08363534987454697
Action,Success,6,0.08363534987454697
Action,TDK Core,6,0.08363534987454697
Action,Technos Japan Corporation,6,0.08363534987454697
Action,Telegames,6,0.08363534987454697
Action,Thomas Happ Games,6,0.08363534987454697
Action,Tripwire Interactive,6,0.08363534987454697
Action,Vblank Entertainment Inc.,6,0.08363534987454697
Action,Zerodiv,6,0.08363534987454697
Action,Avanquest Software,5,0.0696961248954558
Action,Big Fish Games,5,0.0696961248954558
Action,Bit Corporation,5,0.0696961248954558
Action,Chillingo,5,0.0696961248954558
Action,Destineer,5,0.0696961248954558
Action,Digerati,5,0.0696961248954558
Action,Electro Brain,5,0.0696961248954558
Action,Essential Games,5,0.0696961248954558
Action,GameMill,5,0.0696961248954558
Action,GameMill Entertainment,5,0.0696961248954558
Action,GameTek,5,0.0696961248954558
Action,Global A Entertainment,5,0.0696961248954558
Action,Kadokawa Games,5,0.0696961248954558
Action,Kids Station,5,0.0696961248954558
Action,Kiss,5,0.0696961248954558
Action,Mattel Electronics,5,0.0696961248954558
Action,Meridian4,5,0.0696961248954558
Action,Microsoft Game Studios,5,0.0696961248954558
Action,Nippon Columbia,5,0.0696961248954558
Action,Origin Systems,5,0.0696961248954558
Action,Paradox Interactive,5,0.0696961248954558
Action,RCMADIAX,5,0.0696961248954558
Action,Rising Star Games,5,0.0696961248954558
Action,SCi,5,0.0696961248954558
Action,Sammy Corporation,5,0.0696961248954558
Action,Sold Out,5,0.0696961248954558
Action,Sunrise Interactive,5,0.0696961248954558
Action,Trendy Entertainment,5,0.0696961248954558
Action,Tru Blu Entertainment,5,0.0696961248954558
Action,cleaversoft,5,0.0696961248954558
Action,10tons,4,0.05575689991636465
Action,2Awesome Studio,4,0.05575689991636465
Action,ASC Games,4,0.05575689991636465
Action,Angel Studios,4,0.05575689991636465
Action,Another Indie,4,0.05575689991636465
Action,Big Sugar,4,0.05575689991636465
Action,Bigben Interactive,4,0.05575689991636465
Action,Cellar Door Games,4,0.05575689991636465
Action,Cinemaware,4,0.05575689991636465
Action,Cococucumber,4,0.05575689991636465
Action,Compile Heart,4,0.05575689991636465
Action,DSI Games,4,0.05575689991636465
Action,DTMC,4,0.05575689991636465
Action,"Destination Software, Inc",4,0.05575689991636465
Action,Domark Software,4,0.05575689991636465
Action,Eclipse Games,4,0.05575689991636465
Action,Edmund McMillen,4,0.05575689991636465
Action,Empire Interactive,4,0.05575689991636465
Action,Encore,4,0.05575689991636465
Action,FCI,4,0.05575689991636465
Action,Flashman Games,4,0.05575689991636465
Action,Flying Edge,4,0.05575689991636465
Action,Fox Interactive,4,0.05575689991636465
Action,Frozenbyte,4,0.05575689991636465
Action,Games Workshop,4,0.05575689991636465
Action,Gun Media,4,0.05575689991636465
Action,Imageworks,4,0.05575689991636465
Action,Imagineer,4,0.05575689991636465
Action,Insomniac Games,4,0.05575689991636465
Action,Kaga Create,4,0.05575689991636465
Action,LOOT Entertainment,4,0.05575689991636465
Action,Level 5,4,0.05575689991636465
Action,Mastertronic,4,0.05575689991636465
Action,Metro 3D,4,0.05575689991636465
Action,Microprose,4,0.05575689991636465
Action,Mike Bithell Games,4,0.05575689991636465
Action,Milestone,4,0.05575689991636465
Action,Milton Bradley,4,0.05575689991636465
Action,Modus Games,4,0.05575689991636465
Action,Neocore Games,4,0.05575689991636465
Action,Nichibutsu,4,0.05575689991636465
Action,Nippon Telenet,4,0.05575689991636465
Action,Panda Entertainment,4,0.05575689991636465
Action,Playism,4,0.05575689991636465
Action,Proletariat Inc.,4,0.05575689991636465
Action,Rainy Frog,4,0.05575689991636465
Action,SNK Playmore,4,0.05575689991636465
Action,Sears,4,0.05575689991636465
Action,Studio MDHR,4,0.05575689991636465
Action,Sumo Digital,4,0.05575689991636465
Action,The Behemoth,4,0.05575689991636465
Action,The Men Who Wear Many Hats LLC,4,0.05575689991636465
Action,Time Warner Interactive,4,0.05575689991636465
Action,TimeGate Studios,4,0.05575689991636465
Action,Tom Create,4,0.05575689991636465
Action,United Developers,4,0.05575689991636465
Action,Versus Evil,4,0.05575689991636465
Action,Virgin Play,4,0.05575689991636465
Action,Viva Media,4,0.05575689991636465
Action,Wisdom Tree,4,0.05575689991636465
Action,Xbox Game Studios,4,0.05575689991636465
Action,Yutaka,4,0.05575689991636465
Action,17-Bit,3,0.04181767493727349
Action,2K Sports,3,0.04181767493727349
Action,ADK,3,0.04181767493727349
Action,AlienTrap Games,3,0.04181767493727349
Action,American Video Entertainment,3,0.04181767493727349
Action,Answer Software,3,0.04181767493727349
Action,Arcadia Systems,3,0.04181767493727349
Action,Area Zero,3,0.04181767493727349
Action,Arena Entertainment,3,0.04181767493727349
Action,Avalon Interactive,3,0.04181767493727349
Action,Ballpit Monster,3,0.04181767493727349
Action,Behaviour Interactive,3,0.04181767493727349
Action,BioWare,3,0.04181767493727349
Action,Black Label Games,3,0.04181767493727349
Action,Bomb,3,0.04181767493727349
Action,Brash Entertainment,3,0.04181767493727349
Action,Buka Entertainment,3,0.04181767493727349
Action,CIRCLE Entertainment,3,0.04181767493727349
Action,Camerica,3,0.04181767493727349
Action,Cartoon Network,3,0.04181767493727349
Action,CokeM Interactive,3,0.04181767493727349
Action,Creat Studio,3,0.04181767493727349
Action,Darkwind Media,3,0.04181767493727349
Action,Enix,3,0.04181767493727349
Action,FACE,3,0.04181767493727349
Action,First Star Software,3,0.04181767493727349
Action,Frictional Games,3,0.04181767493727349
Action,Gaijin Games Inc.,3,0.04181767493727349
Action,GameTomo,3,0.04181767493727349
Action,Gamebridge,3,0.04181767493727349
Action,Ghostlight,3,0.04181767493727349
Action,Good Night Brave Warrior,3,0.04181767493727349
Action,Gotham Games,3,0.04181767493727349
Action,Halfbrick Studios,3,0.04181767493727349
Action,Headup Games,3,0.04181767493727349
Action,Image Works,3,0.04181767493727349
Action,Kadokawa Shoten,3,0.04181767493727349
Action,Kalypso Media,3,0.04181767493727349
Action,King Games,3,0.04181767493727349
Action,Klei Entertainment,3,0.04181767493727349
Action,Lexis Numerique,3,0.04181767493727349
Action,Lillymo Games Inc,3,0.04181767493727349
Action,"Liquid Bit, LLC",3,0.04181767493727349
Action,Marvelous Entertainment,3,0.04181767493727349
Action,"Merge Interactive, Incorporated",3,0.04181767493727349
Action,Mojang,3,0.04181767493727349
Action,Mumbo Jumbo,3,0.04181767493727349
Action,Mystique,3,0.04181767493727349
Action,NCS,3,0.04181767493727349
Action,Night Node Software,3,0.04181767493727349
Action,Nihon Bussan,3,0.04181767493727349
Action,Nnooo,3,0.04181767493727349
Action,O-Games,3,0.04181767493727349
Action,Oxygen Interactive,3,0.04181767493727349
Action,Pack-In-Video,3,0.04181767493727349
Action,Pasta Games!,3,0.04181767493727349
Action,Phantom 8 Studio,3,0.04181767493727349
Action,PlayWay,3,0.04181767493727349
Action,Quinrose,3,0.04181767493727349
Action,Raw Fury,3,0.04181767493727349
Action,Razorsoft,3,0.04181767493727349
Action,Ready at Dawn,3,0.04181767493727349
Action,Red Mile Entertainment,3,0.04181767493727349
Action,Runic Games,3,0.04181767493727349
Action,SFB Games,3,0.04181767493727349
Action,Sachen,3,0.04181767493727349
Action,Sage's Creation,3,0.04181767493727349
Action,SegaSoft,3,0.04181767493727349
Action,Sideline Amusements,3,0.04181767493727349
Action,Sierra Online,3,0.04181767493727349
Action,Sofel,3,0.04181767493727349
Action,Sony Music Entertainment,3,0.04181767493727349
Action,Starfish,3,0.04181767493727349
Action,StormBasic Games,3,0.04181767493727349
Action,Team17 Digital Ltd,3,0.04181767493727349
Action,Tonkin House,3,0.04181767493727349
Action,Trion Worlds,3,0.04181767493727349
Action,Turbo Technologies,3,0.04181767493727349
Action,Ultra Dolphin Revolution,3,0.04181767493727349
Action,Ultra Games,3,0.04181767493727349
Action,Valve,3,0.04181767493727349
Action,Vatical Entertainment,3,0.04181767493727349
Action,Vexel Games,3,0.04181767493727349
Action,Vidtec,3,0.04181767493727349
Action,Villa Gorilla,3,0.04181767493727349
Action,Vogster Entertainment,3,0.04181767493727349
Action,WizardWorks,3,0.04181767493727349
Action,Wolf Team,3,0.04181767493727349
Action,XS Games,3,0.04181767493727349
Action,Zoo Games,3,0.04181767493727349
Action,inXile Entertainment,3,0.04181767493727349
Action,10tons Ltd,2,0.027878449958182325
Action,1C Company,2,0.027878449958182325
Action,3000AD,2,0.027878449958182325
Action,3D Realms,2,0.027878449958182325
Action,989 Studios,2,0.027878449958182325
Action,ASK,2,0.027878449958182325
Action,Aicom,2,0.027878449958182325
Action,Alchemist,2,0.027878449958182325
Action,Annapurna Interactive,2,0.027878449958182325
Action,"Arcen Games, LLC",2,0.027878449958182325
Action,Asmik Corp,2,0.027878449958182325
Action,Avanquest,2,0.027878449958182325
Action,Badland Games,2,0.027878449958182325
Action,Bandai Namco,2,0.027878449958182325
Action,Beatshapers,2,0.027878449958182325
Action,Bec,2,0.027878449958182325
Action,Berkeley,2,0.027878449958182325
Action,Big John Games,2,0.027878449958182325
Action,Bitten Toast Games,2,0.027878449958182325
Action,Black Pearl,2,0.027878449958182325
Action,Bootdisk Revolution,2,0.027878449958182325
Action,Born Ready Games,2,0.027878449958182325
Action,Bplus,2,0.027878449958182325
Action,Broderbund,2,0.027878449958182325
Action,Bubble Quiz Games,2,0.027878449958182325
Action,Capstone Software,2,0.027878449958182325
Action,Chainsawesome Games,2,0.027878449958182325
Action,Character Soft,2,0.027878449958182325
Action,City Connection,2,0.027878449958182325
Action,City Interactive,2,0.027878449958182325
Action,Coconuts Japan,2,0.027878449958182325
Action,Color Dreams,2,0.027878449958182325
Action,Crazy Monkey,2,0.027878449958182325
Action,Crunching Koalas,2,0.027878449958182325
Action,Crytek,2,0.027878449958182325
Action,Curve Digital,2,0.027878449958182325
Action,CyberSoft,2,0.027878449958182325
Action,DANGEN Entertainment,2,0.027878449958182325
Action,Dagestan Technology,2,0.027878449958182325
Action,Dark Energy Digital,2,0.027878449958182325
Action,Desura,2,0.027878449958182325
Action,Dramatic Create,2,0.027878449958182325
Action,Eidos Interactive Ltd,2,0.027878449958182325
Action,Electric Dreams Software,2,0.027878449958182325
Action,EnjoyUp Games,2,0.027878449958182325
Action,Epic Games,2,0.027878449958182325
Action,FTE Games,2,0.027878449958182325
Action,Falcom Corporation,2,0.027878449958182325
Action,FobTi Interactive,2,0.027878449958182325
Action,Forever Entertainment S.A.,2,0.027878449958182325
Action,Futurlab 1,2,0.027878449958182325
Action,G-mode,2,0.027878449958182325
Action,Global Star Software,2,0.027878449958182325
Action,Gremlin Interactive Ltd,2,0.027878449958182325
Action,GungHo,2,0.027878449958182325
Action,IGS,2,0.027878449958182325
Action,IO Interactive,2,0.027878449958182325
Action,Interactive Magic,2,0.027878449958182325
Action,JVC,2,0.027878449958182325
Action,Kaneko Co. Ltd,2,0.027878449958182325
Action,LEGO Media,2,0.027878449958182325
Action,Legendo Entertainment,2,0.027878449958182325
Action,Malibu Games,2,0.027878449958182325
Action,Marvel Entertainment,2,0.027878449958182325
Action,Marvelous,2,0.027878449958182325
Action,Mastiff,2,0.027878449958182325
Action,Messiah,2,0.027878449958182325
Action,Microblast Games,2,0.027878449958182325
Action,Mixedbag Srl,2,0.027878449958182325
Action,Mobage,2,0.027878449958182325
Action,MobileBits GmbH,2,0.027878449958182325
Action,Motion Twin,2,0.027878449958182325
Action,Mythicon,2,0.027878449958182325
Action,NEC Avenue,2,0.027878449958182325
Action,Naps Team,2,0.027878449958182325
Action,NeocoreGames,2,0.027878449958182325
Action,Nitrome,2,0.027878449958182325
Action,Nokia,2,0.027878449958182325
Action,Nordcurrent,2,0.027878449958182325
Action,Nostatic Software,2,0.027878449958182325
Action,Oddworld Inhabitants,2,0.027878449958182325
Action,Pacific Century Cyber Works,2,0.027878449958182325
Action,Panther Software,2,0.027878449958182325
Action,Perfect World Entertainment,2,0.027878449958182325
Action,Play It,2,0.027878449958182325
Action,Playaround,2,0.027878449958182325
Action,Playmates,2,0.027878449958182325
Action,Pony Canyon,2,0.027878449958182325
Action,Powerhoof Pty Ltd,2,0.027878449958182325
Action,Puppy Games,2,0.027878449958182325
Action,Q-Games,2,0.027878449958182325
Action,Quelle,2,0.027878449958182325
Action,Ratalaika Games,2,0.027878449958182325
Action,Red Storm Entertainment,2,0.027878449958182325
Action,Riot,2,0.027878449958182325
Action,RocketPunch Games,2,0.027878449958182325
Action,Romstar,2,0.027878449958182325
Action,Rondomedia,2,0.027878449958182325
Action,Rovio Mobile,2,0.027878449958182325
Action,Russel,2,0.027878449958182325
Action,SilverStar,2,0.027878449958182325
Action,Ska Studios,2,0.027878449958182325
Action,Slick Entertainment,2,0.027878449958182325
Action,Snail Game,2,0.027878449958182325
Action,Soedesco,2,0.027878449958182325
Action,Square,2,0.027878449958182325
Action,Stainless Games,2,0.027878449958182325
Action,Stickmen Studios,2,0.027878449958182325
Action,Storm City Games,2,0.027878449958182325
Action,TOHO,2,0.027878449958182325
Action,Tag Games,2,0.027878449958182325
Action,TalonSoft,2,0.027878449958182325
Action,Taxan,2,0.027878449958182325
Action,TechnoSoft,2,0.027878449958182325
Action,The Code Monkeys,2,0.027878449958182325
Action,Toei Animation,2,0.027878449958182325
Action,Touz,2,0.027878449958182325
Action,Trinket Studios,2,0.027878449958182325
Action,ValuSoft,2,0.027878449958182325
Action,Veewo Games,2,0.027878449958182325
Action,Viacom,2,0.027878449958182325
Action,Wanadoo,2,0.027878449958182325
Action,White Lotus Interactive,2,0.027878449958182325
Action,Xicat Interactive,2,0.027878449958182325
Action,Yacht Club Games,2,0.027878449958182325
Action,ZOV GAME STUDIO,2,0.027878449958182325
Action,bilibili,2,0.027878449958182325
Action,bitComposer Games,2,0.027878449958182325
Action,"mixi, Inc",2,0.027878449958182325
Action,100 Gates,1,0.013939224979091162
Action,10TACLE Studios,1,0.013939224979091162
Action,1C Maddox Games,1,0.013939224979091162
Action,21st Century Entertainment,1,0.013939224979091162
Action,2DEngine.com,1,0.013939224979091162
Action,7th Level,1,0.013939224979091162
Action,AGM Playism,1,0.013939224979091162
Action,AQ Interactive,1,0.013939224979091162
Action,Abylight,1,0.013939224979091162
Action,Accolade,1,0.013939224979091162
Action,Active Enterprises,1,0.013939224979091162
Action,Active Gaming Media,1,0.013939224979091162
Action,Actoz Soft,1,0.013939224979091162
Action,Alawar Entertainment,1,0.013939224979091162
Action,Alexey Saenko,1,0.013939224979091162
Action,All Yes Good,1,0.013939224979091162
Action,All in! Games,1,0.013939224979091162
Action,Alternative Software,1,0.013939224979091162
Action,Amateur Pixels,1,0.013939224979091162
Action,Amazing Inc.,1,0.013939224979091162
Action,American Laser Games,1,0.013939224979091162
Action,American Sammy,1,0.013939224979091162
Action,Apogee,1,0.013939224979091162
Action,Apprope,1,0.013939224979091162
Action,Aquaplus,1,0.013939224979091162
Action,ArtePiazza,1,0.013939224979091162
Action,Asgard,1,0.013939224979091162
Action,"Aspyr Media, Inc.",1,0.013939224979091162
Action,Asteroid Base,1,0.013939224979091162
Action,Astragon,1,0.013939224979091162
Action,Asylum Entertainment,1,0.013939224979091162
Action,Ateam,1,0.013939224979091162
Action,Atmark,1,0.013939224979091162
Action,Avalanche Studios,1,0.013939224979091162
Action,BBC Worldwide,1,0.013939224979091162
Action,Back To Basics Gaming,1,0.013939224979091162
Action,Balcony Team,1,0.013939224979091162
Action,Ballistic,1,0.013939224979091162
Action,Bastian Schick,1,0.013939224979091162
Action,Beatnik Games,1,0.013939224979091162
Action,Big Head Games,1,0.013939224979091162
Action,Bignet,1,0.013939224979091162
Action,Black Lime Studio,1,0.013939224979091162
Action,BlitWorks,1,0.013939224979091162
Action,Bloober Team,1,0.013939224979091162
Action,Blue Print,1,0.013939224979091162
Action,Bold Games,1,0.013939224979091162
Action,Bothtec,1,0.013939224979091162
Action,Brain Gray,1,0.013939224979091162
Action,Breakfall,1,0.013939224979091162
Action,Bullet Proof Software,1,0.013939224979091162
Action,CDV Software Entertainment,1,0.013939224979091162
Action,CGE Services Corporation,1,0.013939224979091162
Action,CJ Internet Japan,1,0.013939224979091162
Action,CPG Products,1,0.013939224979091162
Action,CarbonFire Studio,1,0.013939224979091162
Action,Charlie Williams,1,0.013939224979091162
Action,Choice Provisions,1,0.013939224979091162
Action,Choice of Games,1,0.013939224979091162
Action,Chubby Pixel,1,0.013939224979091162
Action,ChunSoft,1,0.013939224979091162
Action,Climax,1,0.013939224979091162
Action,CodeHatch,1,0.013939224979091162
Action,Coffee Stain Studios,1,0.013939224979091162
Action,Collavier Corporation,1,0.013939224979091162
Action,Commodore,1,0.013939224979091162
Action,Commotion Interactive,1,0.013939224979091162
Action,Corvostudio di Amadei Marco,1,0.013939224979091162
Action,Crazy Viking Studios,1,0.013939224979091162
Action,D-Pad Studio,1,0.013939224979091162
Action,DL Softworks,1,0.013939224979091162
Action,DLsite,1,0.013939224979091162
Action,DMM Games,1,0.013939224979091162
Action,Dahku Creations,1,0.013939224979091162
Action,Dan & Gary Games,1,0.013939224979091162
Action,Data Design Interactive,1,0.013939224979091162
Action,David Williamson,1,0.013939224979091162
Action,Digital Confectioners,1,0.013939224979091162
Action,Digital Extremes,1,0.013939224979091162
Action,Digital Goldfish,1,0.013939224979091162
Action,Digital Tribe Games,1,0.013939224979091162
Action,Digital Works Entertainment,1,0.013939224979091162
Action,Dolores Entertainment SL,1,0.013939224979091162
Action,Dong Nguyen,1,0.013939224979091162
Action,Doragon Entertainment,1,0.013939224979091162
Action,Dorart,1,0.013939224979091162
Action,Dovetail Games,1,0.013939224979091162
Action,Dream Forge Entertainment,1,0.013939224979091162
Action,Dufgames,1,0.013939224979091162
Action,Dynamix,1,0.013939224979091162
Action,ELYLAND INVESTMENT COMPANY Ltd,1,0.013939224979091162
Action,EON Digital Entertainment,1,0.013939224979091162
Action,East Entertainment Media,1,0.013939224979091162
Action,Edelweiss,1,0.013939224979091162
Action,Electronic Arts Victor,1,0.013939224979091162
Action,Emad,1,0.013939224979091162
Action,Endnight Games Ltd,1,0.013939224979091162
Action,Enlight,1,0.013939224979091162
Action,EuroVideo Medien,1,0.013939224979091162
Action,Europress,1,0.013939224979091162
Action,Evolution Games,1,0.013939224979091162
Action,Experience Inc.,1,0.013939224979091162
Action,F&C,1,0.013939224979091162
Action,FUN YOURS Technology,1,0.013939224979091162
Action,Facepunch Studios,1,0.013939224979091162
Action,Fast Travel Games,1,0.013939224979091162
Action,Flat Earth Games,1,0.013939224979091162
Action,Flyhigh Works,1,0.013939224979091162
Action,Focus,1,0.013939224979091162
Action,Focus on the Family,1,0.013939224979091162
Action,Force Of Habit,1,0.013939224979091162
Action,Fortyfive,1,0.013939224979091162
Action,Frima Studio,1,0.013939224979091162
Action,Fujicom,1,0.013939224979091162
Action,FunSoft,1,0.013939224979091162
Action,Funbox Media,1,0.013939224979091162
Action,G-Style,1,0.013939224979091162
Action,GREE,1,0.013939224979091162
Action,Gaia Industries,1,0.013939224979091162
Action,Gainax Network Systems,1,0.013939224979091162
Action,Galaxy Trail,1,0.013939224979091162
Action,GalaxyTrail Games,1,0.013939224979091162
Action,Gambitious,1,0.013939224979091162
Action,Game Factory Interactive,1,0.013939224979091162
Action,Gamecock,1,0.013939224979091162
Action,Gamehastra,1,0.013939224979091162
Action,Gamelion Studios,1,0.013939224979091162
Action,"GamesCafe, Inc.",1,0.013939224979091162
Action,Gameshastra,1,0.013939224979091162
Action,Gastronaut Studios,1,0.013939224979091162
Action,Genki,1,0.013939224979091162
Action,Gevo Entertainment,1,0.013939224979091162
Action,Glass Bottom Games,1,0.013939224979091162
Action,Glu Mobile Inc.,1,0.013939224979091162
Action,Got Game Entertainment,1,0.013939224979091162
Action,Grasshopper Manufacture Inc.,1,0.013939224979091162
Action,Groove Games,1,0.013939224979091162
Action,Gyko Games,1,0.013939224979091162
Action,H2F Informationssysteme GmbH,1,0.013939224979091162
Action,HAL Laboratory,1,0.013939224979091162
Action,Hamumu Software,1,0.013939224979091162
Action,Happinet,1,0.013939224979091162
Action,Hoplite Research,1,0.013939224979091162
Action,Hopoo Games,1,0.013939224979091162
Action,Human Entertainment,1,0.013939224979091162
